Date,AMZN,DPZ,BTC,NFLX
5/1/2013,248.229996,51.190983,106.25,30.415714
5/2/2013,252.550003,51.98732,98.099998,30.641428
5/3/2013,258.049988,52.446388,112.900002,30.492857
5/6/2013,255.720001,53.205257,109.599998,30.098572
5/7/2013,257.730011,54.151505,113.199997,29.464285
5/8/2013,258.679993,54.385727,112.800003,29.801428
5/9/2013,260.160004,54.02034,117.699997,30.915714
5/10/2013,263.630005,54.35762,115.639999,31.098572
5/13/2013,264.51001,54.573097,111.400002,32.76857
5/14/2013,268.329987,55.275757,114.220001,33.424286
5/15/2013,266.559998,54.001606,118.209999,34.771427
5/16/2013,264.119995,53.364532,123.5,33.861427
5/17/2013,269.899994,53.93602,123.209999,34.142857
5/20/2013,267.630005,53.139683,122.889999,34.221428
5/21/2013,268.859985,53.355167,123.800003,33.869999
5/22/2013,262.959991,53.036613,126.300003,32.651428
5/23/2013,261.799988,55.472504,133.100006,32.311428
5/24/2013,261.73999,55.013439,131.990005,32.677143
5/28/2013,267.290009,55.894104,132.25,30.598572
5/29/2013,265.529999,55.538086,128.800003,30.762857
5/30/2013,266.829987,56.015888,128.820007,31.808571
5/31/2013,269.200012,55.528717,129.300003,32.32143
6/3/2013,266.880005,55.95031,121.400002,31.709999
6/4/2013,265.700012,56.381283,121.900002,32.187141
6/5/2013,267.170013,54.666786,118.970001,31.922857
6/6/2013,267.829987,55.697353,111,31.105715
6/7/2013,276.869995,56.70919,107.889999,31.459999
6/10/2013,281.070007,56.887188,109,31.561428
6/11/2013,274.779999,56.025265,108.779999,30.637142
6/12/2013,271.670013,55.865456,103.949997,29.662857
6/13/2013,275.790009,56.420074,100,30.77
6/14/2013,273.98999,56.015854,99.800003,30.57
6/17/2013,278.059998,55.97826,107.349998,32.747143
6/18/2013,281.76001,56.814877,108.25,32.689999
6/19/2013,278.160004,56.185055,111.290001,33.187141
6/20/2013,273.440002,54.079426,109.5,31.931429
6/21/2013,273.359985,54.051205,108.199997,30.985714
6/24/2013,270.609985,53.590603,103.330002,30.799999
6/25/2013,272.089996,54.117012,104,30.414286
6/26/2013,277.570007,54.229813,101.739998,30.299999
6/27/2013,277.549988,55.273243,94.660004,30.709999
6/28/2013,277.690002,54.662239,95,30.155714
7/1/2013,282.100006,56.316673,90.410004,32.040001
7/2/2013,283.730011,56.532871,78.889999,31.637142
7/3/2013,284.029999,56.61747,80.040001,31.558571
7/5/2013,285.880005,57.350689,69.660004,32.157143
7/8/2013,290.589996,57.510494,76.699997,33.299999
7/9/2013,291.529999,58.412918,88,35.34
7/10/2013,292.329987,58.50692,88.980003,34.831429
7/11/2013,299.660004,59.221333,93.989998,34.881428
7/12/2013,307.549988,59.53154,98.32,36.751427
7/15/2013,306.570007,59.794746,97.099998,36.854286
7/16/2013,306.869995,59.371735,98.5,37.21143
7/17/2013,308.690002,59.26833,90.07,38.274284
7/18/2013,304.109985,60.114349,92,38.058571
7/19/2013,305.230011,59.76656,89.82,37.797142
7/22/2013,303.480011,59.794746,95.559998,37.422855
7/23/2013,301.059998,55.865456,95.089996,35.751427
7/24/2013,298.940002,57.350689,96.949997,34.471428
7/25/2013,303.399994,57.811306,96.019997,35.248573
7/26/2013,312.01001,58.619724,94.400002,35.187141
7/29/2013,306.100006,58.16851,107.959999,34.994286
7/30/2013,302.410004,58.403507,106.209999,34.822857
7/31/2013,301.220001,58.826527,104,34.925713
8/1/2013,305.570007,59.982754,104.5,35.58857
8/2/2013,304.209991,59.362339,104.949997,35.168571
8/5/2013,300.98999,60.161346,106.559998,36.262856
8/6/2013,300.75,59.174328,105.989998,36.557144
8/7/2013,296.910004,58.75132,103.050003,35.601429
8/8/2013,295.73999,58.939327,102.800003,35.771427
8/9/2013,297.26001,59.005135,103,36.107143
8/12/2013,296.690002,58.666714,109.599998,36.657143
8/13/2013,293.970001,58.394115,112.559998,37.027142
8/14/2013,291.339996,58.74192,109.989998,37.401428
8/15/2013,286.470001,57.905304,108.989998,36.201427
8/16/2013,284.820007,57.773697,112.75,36.98143
8/19/2013,285.570007,57.369492,121.199997,37.111427
8/20/2013,287.089996,58.196709,123.300003,39.041428
8/21/2013,284.570007,57.811306,122,38.624287
8/22/2013,289.730011,58.817127,118.510002,38.535713
8/23/2013,290.01001,58.488117,119.599998,39.765713
8/26/2013,286.209991,58.159103,131.289993,40.388573
8/27/2013,280.929993,57.491695,128.759995,39.434284
8/28/2013,281.579987,58.093307,129.300003,40.48
8/29/2013,283.980011,58.328316,138.029999,41.121429
8/30/2013,280.980011,57.754902,141,40.558571
9/3/2013,288.799988,57.773697,132.509995,41.285713
9/4/2013,293.640015,58.403507,130.199997,41.775715
9/5/2013,294.100006,58.365906,121.900002,42.158573
9/6/2013,295.859985,57.886501,128.990005,41.648571
9/9/2013,299.709991,59.25893,132.619995,42.021427
9/10/2013,300.359985,60.81937,142.100006,44.722858
9/11/2013,299.640015,61.139969,139.350006,44.042858
9/12/2013,298.859985,61.526569,140.660004,43.058571
9/13/2013,297.920013,62.34692,136.710007,43.664288
9/16/2013,296.059998,62.478928,139.149994,43.165714
9/17/2013,304.170013,63.044697,140.410004,42.792858
9/18/2013,312.029999,63.440723,135.050003,43.845715
9/19/2013,312.059998,63.761326,133.809998,43.642857
9/20/2013,316.339996,62.931549,134.380005,44.832859
9/23/2013,311.48999,63.157848,134.779999,43.148571
9/24/2013,314.130005,63.469017,135,43.784286
9/25/2013,312.649994,63.072983,137.100006,43.877144
9/26/2013,318.119995,63.789608,138.929993,44.787144
9/27/2013,316.01001,63.695332,142.5,44.628571
9/30/2013,312.640015,64.07251,140.300003,44.172855
10/1/2013,320.950012,65.55291,123,46.374287
10/2/2013,320.51001,65.656624,130.990005,47.247143
10/3/2013,314.76001,64.440239,136.820007,45.959999
10/4/2013,319.040009,64.807991,136.699997,46.751427
10/7/2013,310.029999,64.459106,136.490005,45.451427
10/8/2013,303.230011,63.582165,139.5,43.188572
10/9/2013,298.230011,62.790096,140.410004,41.204285
10/10/2013,305.170013,63.346451,140.100006,43.427143
10/11/2013,310.890015,64.459106,142.889999,42.978573
10/14/2013,310.700012,64.921143,158.089996,46.337143
10/15/2013,306.399994,61.196548,152.820007,45.955715
10/16/2013,310.48999,62.856117,157.589996,46.125713
10/17/2013,310.769989,62.827831,168.279999,47.157143
10/18/2013,328.929993,63.223888,183.149994,47.642857
10/21/2013,326.440002,63.157848,202.990005,50.712856
10/22/2013,332.540009,63.374718,227.970001,46.074287
10/23/2013,326.76001,62.563797,206.979996,47.177143
10/24/2013,332.209991,63.54446,197.880005,47.317142
10/25/2013,363.390015,63.657604,188.559998,46.861427
10/28/2013,358.160004,63.770752,206.899994,44.857143
10/29/2013,362.700012,64.459106,216,46.757141
10/30/2013,361.079987,63.997063,208,45.44857
10/31/2013,364.029999,63.233269,211.169998,46.068573
11/1/2013,359,63.072983,213.429993,47.03857
11/4/2013,358.73999,63.270996,238.160004,48.228573
11/5/2013,358.890015,64.129082,251.300003,48.785713
11/6/2013,356.179993,64.053642,264.100006,47.947144
11/7/2013,343.559998,62.893829,309.649994,46.694286
11/8/2013,350.309998,63.742489,355,47.842857
11/11/2013,354.380005,63.940491,362.980011,48.272858
11/12/2013,349.529999,64.534546,380.040009,47.675713
11/13/2013,356.220001,65.260582,434.850006,47.897144
11/14/2013,367.399994,65.270035,433.399994,48.938572
11/15/2013,369.170013,64.911713,433.920013,49.965714
11/18/2013,366.179993,63.997063,785.429993,48.824287
11/19/2013,364.940002,63.799042,645.690002,48.184284
11/20/2013,362.570007,64.110199,637.969971,48.502857
11/21/2013,368.920013,65.204048,764.909973,49.785713
11/22/2013,372.309998,65.769783,802,49.692856
11/25/2013,376.640015,65.55291,829.98999,50.034286
11/26/2013,381.369995,65.439758,969.960022,50.742859
11/27/2013,386.709991,65.354889,1079.890015,51.784286
11/29/2013,393.619995,65.185158,1206.930054,52.257141
12/2/2013,392.299988,64.657112,1096.560059,51.988571
12/3/2013,384.660004,64.345947,1154.859985,51.848572
12/4/2013,385.959991,64.789124,1237.550049,50.895714
12/5/2013,384.48999,65.354889,1106.349976,51.151428
12/6/2013,386.950012,65.79808,845.02002,50.634285
12/9/2013,384.890015,66.590141,918.950012,50.810001
12/10/2013,387.779999,65.760361,1033.719971,51.871429
12/11/2013,382.190002,65.268616,919.929993,51.997143
12/12/2013,381.25,65.278084,899.97998,53.332859
12/13/2013,384.23999,65.429375,936.77002,52.709999
12/16/2013,388.970001,65.732018,759.919983,52.330002
12/17/2013,387.649994,65.741447,714.969971,53.552856
12/18/2013,395.959991,66.157532,540.97998,53.748573
12/19/2013,395.190002,64.94709,731.950012,53.82
12/20/2013,402.200012,65.202393,649.960022,53.667141
12/23/2013,402.920013,65.892746,713.23999,54.368572
12/24/2013,399.200012,66.062965,702.75,54.055714
12/26/2013,404.390015,66.838394,801.97998,53.847141
12/27/2013,398.079987,66.384476,803.049988,52.5
12/30/2013,393.369995,66.119705,804.830017,52.427143
12/31/2013,398.790009,65.864372,805.940002,52.595715
1/2/2014,397.970001,65.192986,856.909973,51.831429
1/3/2014,396.440002,65.23082,884.26001,51.871429
1/6/2014,393.630005,65.344261,1012.650024,51.367142
1/7/2014,398.029999,65.88327,879.900024,48.5
1/8/2014,401.920013,65.987312,938.840027,48.712856
1/9/2014,401.01001,66.460144,936.950012,48.150002
1/10/2014,397.660004,67.339592,957.76001,47.44857
1/13/2014,390.980011,67.093712,922.909973,48.115715
1/14/2014,397.540009,67.141006,919.280029,48.279999
1/15/2014,395.869995,67.339592,941.219971,47.197144
1/16/2014,395.799988,67.216675,913.48999,47.382858
1/17/2014,399.609985,67.755646,894.159973,47.148571
1/21/2014,407.049988,68.096123,962.210022,46.958572
1/22/2014,404.540009,69.401108,950.950012,47.675713
1/23/2014,399.869995,68.890442,944.159973,55.531429
1/24/2014,387.600006,67.311211,916.549988,55.154285
1/27/2014,386.279999,66.299362,943.539978,54.46143
1/28/2014,394.429993,66.062965,932.679993,58.110001
1/29/2014,384.200012,64.966011,925.669983,57.202858
1/30/2014,403.01001,65.788719,941.390015,57.810001
1/31/2014,358.690002,66.772202,938.849976,58.475716
2/3/2014,346.149994,63.906876,931.710022,57.76857
2/4/2014,347.950012,64.587769,926.640015,57.987144
2/5/2014,346.450012,63.519157,904.52002,57.774284
2/6/2014,354.589996,63.98254,828.869995,58.272858
2/7/2014,361.079987,65.722534,695.650024,61.425713
2/10/2014,360.869995,66.081871,582.630005,61.491428
2/11/2014,361.790009,66.630348,578.960022,61.998573
2/12/2014,349.25,66.961319,531.130005,61.275715
2/13/2014,357.200012,67.89753,451.440002,62.364285
2/14/2014,357.350006,68.256851,427.679993,62.215714
2/18/2014,353.649994,68.143394,293.950012,62.407143
2/19/2014,347.380005,67.935333,261.529999,61.175713
2/20/2014,349.799988,68.33252,111.919998,62.135715
2/21/2014,346.76001,69.2687,111.559998,61.747143
2/24/2014,351.779999,70.630447,174,63.857143
2/25/2014,358.320007,70.951965,135.779999,64.718575
2/26/2014,359.799988,73.429558,593.140015,64.112854
2/27/2014,360.130005,73.751083,596.48999,64.604286
2/28/2014,362.100006,74.762932,573.940002,63.66143
3/3/2014,359.779999,74.498146,662.179993,63.655716
3/4/2014,363.899994,75.160095,661.849976,64.997147
3/5/2014,372.369995,74.810204,658.299988,64.785713
3/6/2014,372.160004,74.885857,648.26001,64.358574
3/7/2014,372.059998,75.02771,616.72998,64.052856
3/10/2014,370.529999,75.235756,612.969971,62.849998
3/11/2014,368.820007,74.753471,608.690002,62.497143
3/12/2014,370.640015,75.815948,619.429993,62.368572
3/13/2014,371.51001,74.857811,625.039978,61.437141
3/14/2014,373.73999,75.474449,614.030029,60.64143
3/17/2014,375.040009,75.91082,606.380005,60.388573
3/18/2014,378.769989,75.872856,598.929993,60.035713
3/19/2014,373.230011,74.250671,594.960022,60.012856
3/20/2014,368.970001,74.791412,565.98999,60.610001
3/21/2014,360.619995,73.548691,549.599976,57.998573
3/24/2014,351.850006,72.894119,567.559998,54.128571
3/25/2014,354.709991,72.704384,562.890015,52.977142
3/26/2014,343.410004,71.660873,562.450012,53.182858
3/27/2014,338.470001,71.395241,460.450012,52.025715
3/28/2014,338.290009,72.315468,482.609985,51.267143
3/31/2014,336.369995,73.017441,463.450012,50.290001
4/1/2014,342.98999,74.582718,424.369995,52.098572
4/2/2014,341.959991,74.184288,436.309998,51.84
4/3/2014,333.619995,73.634079,444.359985,50.669998
4/4/2014,323,71.556519,456.630005,48.187141
4/7/2014,317.76001,69.896385,466.559998,48.285713
4/8/2014,327.070007,71.860092,457.339996,49.841427
4/9/2014,331.809998,72.675941,384.630005,50.432858
4/10/2014,317.109985,70.47506,435.140015,47.818573
4/11/2014,311.730011,68.976196,437.649994,46.672855
4/14/2014,315.910004,69.962784,526.429993,47.368572
4/15/2014,316.079987,70.361221,536.950012,46.610001
4/16/2014,323.679993,71.120155,502,47.344284
4/17/2014,324.910004,70.465569,485.519989,49.39143
4/21/2014,330.869995,70.541473,487.910004,49.784286
4/22/2014,329.320007,71.632423,487.299988,53.271427
4/23/2014,324.579987,71.395241,500.290009,50.5
4/24/2014,337.149994,71.233994,464.48999,49.152859
4/25/2014,303.829987,69.972275,457.869995,46.011429
4/28/2014,296.579987,68.957222,446.119995,44.887142
4/29/2014,300.380005,68.85289,445.630005,45.695713
4/30/2014,304.130005,70.560448,460.130005,46.005714
5/1/2014,307.890015,68.112938,453.670013,48.074287
5/2/2014,308.01001,69.241821,438.649994,48.664288
5/5/2014,310.049988,68.786476,432.190002,49.197144
5/6/2014,297.380005,68.539833,446.549988,46.598572
5/7/2014,292.709991,67.875771,441.109985,45.791428
5/8/2014,288.320007,67.477333,445.450012,45.951427
5/9/2014,292.23999,67.543747,451.899994,46.935715
5/12/2014,302.859985,68.729561,433.920013,49.349998
5/13/2014,304.640015,68.027534,442.630005,49.591427
5/14/2014,297.619995,67.591171,448.100006,50.26857
5/15/2014,295.190002,67.55323,453.630005,49.169998
5/16/2014,297.700012,67.856796,452.790009,49.982857
5/19/2014,296.76001,68.321632,484.570007,52.07143
5/20/2014,301.190002,67.581688,488.839996,53.095715
5/21/2014,305.01001,68.056023,515.359985,55.799999
5/22/2014,304.910004,69.403099,518.090027,55.971428
5/23/2014,312.23999,69.156433,520.460022,57.478573
5/27/2014,310.820007,69.573845,570.840027,56.972858
5/28/2014,310.160004,68.701088,564.419983,57.32
5/29/2014,313.779999,68.748528,612.349976,59.314285
5/30/2014,312.549988,68.729561,627.909973,59.689999
6/2/2014,308.839996,69.241821,669.429993,60.294285
6/3/2014,307.190002,68.938255,638.929993,59.652859
6/4/2014,306.779999,69.469513,660.179993,60.458572
6/5/2014,323.570007,69.545387,650.409973,61.192856
6/6/2014,329.670013,70.114594,651.669983,61.447144
6/9/2014,327.5,69.649742,655.619995,60.441429
6/10/2014,332.410004,69.30822,642.950012,61.184284
6/11/2014,335.200012,69.831772,597.130005,61.42857
6/12/2014,325.910004,68.879868,610.349976,60.349998
6/13/2014,326.269989,69.051216,583.419983,61.101429
6/16/2014,327.619995,68.708527,605.090027,61.465714
6/17/2014,325.619995,67.585274,606.210022,63.378571
6/18/2014,334.380005,68.527672,600.169983,64.097145
6/19/2014,327,68.384888,590.75,63.055714
6/20/2014,324.200012,68.346794,597.039978,62.882858
6/23/2014,327.23999,68.13739,588.77002,62.78857
6/24/2014,324.160004,68.651421,568.450012,62.337143
6/25/2014,327.440002,68.936989,582.700012,63.458572
6/26/2014,325.690002,69.07975,602.22998,62.80143
6/27/2014,324.570007,69.470055,597.559998,63.154285
6/30/2014,324.779999,69.574738,643.190002,62.942856
7/1/2014,332.390015,70.479065,645.719971,67.585716
7/2/2014,332.850006,69.888885,638.030029,66.677139
7/3/2014,337.48999,70.088783,623.960022,67.478569
7/7/2014,333.549988,70.01265,615.320007,65.802856
7/8/2014,323.809998,69.869858,623,63.578571
7/9/2014,329.970001,71.040695,618.390015,63.285713
7/10/2014,327.920013,70.155434,632.900024,62.650002
7/11/2014,346.200012,70.041191,635.900024,62.851429
7/14/2014,355.320007,70.107826,619.599976,64.654289
7/15/2014,354.440002,69.727066,614.799988,64.155716
7/16/2014,355.899994,69.527161,626.580017,63.491428
7/17/2014,352.450012,69.108322,627.469971,62.765713
7/18/2014,358.660004,69.708031,627.039978,63.452858
7/21/2014,359.76001,69.860329,622.530029,64.564285
7/22/2014,360.839996,72.449532,621.690002,61.584286
7/23/2014,358.140015,71.802231,601.869995,61.128571
7/24/2014,358.609985,71.021667,600.5,60.76857
7/25/2014,324.01001,70.659943,596,60.265713
7/28/2014,320.410004,70.479065,585.77002,60.665714
7/29/2014,320,70.317245,564.640015,60.611427
7/30/2014,322.51001,70.01265,589.52002,62.05143
7/31/2014,312.98999,68.537186,598.780029,60.388573
8/1/2014,307.059998,66.795204,591.719971,60.771427
8/4/2014,313.649994,67.870865,588.76001,60.385715
8/5/2014,312.320007,67.870865,589.77002,60.407143
8/6/2014,313.890015,67.899399,592.799988,61.471428
8/7/2014,311.450012,67.90892,595.849976,64.238571
8/8/2014,316.799988,68.594299,589.52002,63.692856
8/11/2014,318.329987,69.251129,567.659973,64.505714
8/12/2014,319.320007,70.155434,542.099976,63.772858
8/13/2014,326.279999,70.907425,504.799988,64.504288
8/14/2014,333.209991,71.154907,496.450012,64.410004
8/15/2014,333.630005,70.964546,522.01001,65.584282
8/18/2014,334.529999,71.430977,485.119995,66.571426
8/19/2014,335.130005,71.535698,516.780029,66.878571
8/20/2014,335.779999,71.069252,517.940002,67.455711
8/21/2014,332.910004,71.154907,516.099976,67.435715
8/22/2014,331.589996,70.469551,497.679993,68.455711
8/25/2014,334.019989,71.421463,512.559998,68.704285
8/26/2014,341.829987,71.63089,515.22998,68.480003
8/27/2014,343.179993,71.545204,510.75,67.814285
8/28/2014,340.019989,71.640396,512.559998,67.887146
8/29/2014,339.040009,71.821251,505.959991,68.234283
9/2/2014,342.380005,72.344803,480.040009,68.085716
9/3/2014,339,71.973549,490.98999,68.19857
9/4/2014,345.950012,71.754631,483.649994,67.524284
9/5/2014,346.380005,72.75412,484.470001,67.954285
9/8/2014,342.339996,72.401924,474.899994,68.475716
9/9/2014,329.75,71.906937,479.700012,68.43
9/10/2014,331.329987,72.554222,478.48999,69.19857
9/11/2014,330.519989,72.812073,477.730011,68.794289
9/12/2014,331.190002,72.611526,478.170013,68.078575
9/15/2014,323.890015,72.783432,466.75,65.39286
9/16/2014,327.76001,73.136818,461.089996,65.272858
9/17/2014,324,73.127266,424.26001,64.932854
9/18/2014,325,73.289589,397.670013,65.572861
9/19/2014,331.320007,73.537918,411.529999,65.360001
9/22/2014,324.5,72.449181,436.859985,63.254284
9/23/2014,323.630005,72.420525,423.769989,63.414288
9/24/2014,328.209991,72.926704,412.290009,64.365715
9/25/2014,321.929993,72.869392,404.459991,63.355713
9/26/2014,323.209991,73.795761,399.019989,64.10714
9/29/2014,321.820007,74.139595,388.170013,64.222855
9/30/2014,322.440002,73.49971,382.839996,64.454285
10/1/2014,317.459991,73.633415,375.140015,62.685715
10/2/2014,318.410004,74.091835,363.450012,64.28286
10/3/2014,322.73999,74.206436,335.320007,65.648575
10/6/2014,322.200012,74.349693,331.649994,66.211426
10/7/2014,316.980011,73.356445,350.869995,65.178574
10/8/2014,322.700012,74.41655,360.910004,66.694283
10/9/2014,315.369995,73.251404,361.709991,65.945717
10/10/2014,311.390015,72.974449,361.220001,64.582855
10/13/2014,306.450012,72.315483,397.100006,62.654285
10/14/2014,308.309998,80.509697,393.170013,64.160004
10/15/2014,305.970001,79.888931,379.769989,64.084282
10/16/2014,302.859985,80.156342,380.480011,51.671429
10/17/2014,303.640015,81.025391,390.880005,51.012856
10/20/2014,306.209991,82.133255,382.350006,51.317142
10/21/2014,315.329987,82.123711,378.929993,52.284286
10/22/2014,312.970001,82.563011,355.779999,53.521427
10/23/2014,313.179993,83.374802,355.100006,54.720001
10/24/2014,287.059998,83.737724,346.720001,55.002857
10/27/2014,289.970001,84.291634,350.089996,54.200001
10/28/2014,295.589996,84.998367,351.059998,55.174286
10/29/2014,294.119995,84.979271,335.119995,54.014286
10/30/2014,299.070007,84.883766,344.859985,54.144287
10/31/2014,305.459991,84.797806,337.869995,56.110001
11/3/2014,305.720001,85.523643,324.23999,55.487144
11/4/2014,302.809998,86.192177,327.959991,54.682858
11/5/2014,296.519989,86.430923,338.01001,54.34
11/6/2014,296.640015,86.765182,347.670013,54.757141
11/7/2014,299.859985,86.717445,341.869995,54.880001
11/10/2014,305.109985,87.939896,367.149994,55.324287
11/11/2014,312.01001,87.452843,365.420013,54.650002
11/12/2014,311.51001,87.529213,432.029999,54.837143
11/13/2014,316.480011,87.739334,428.720001,54.201427
11/14/2014,327.820007,87.34774,396.529999,55.148571
11/17/2014,323.049988,86.927544,384.690002,54.44857
